person_hash,role,age_band,gender,masked_zone
"PER-1DC934B9A72E","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-198C552E2105","victim","36-50","female","Rail and arterial road / KRP-2"
"PER-ABD1F31C5F46","victim","26-35","female","Outer growth corridor / YLK-1"
"PER-4F291001D397","victim","51-65","female","Rail and arterial road / KRP-2"
"PER-3A967B08F815","victim","51-65","male","Night economy / IND-3"
"PER-9985BE222852","victim","26-35","female","Outer growth corridor / YLK-1"
"PER-A07CCF558888","victim","51-65","female","Transit hub / CEN-2"
"PER-9285048D567D","accused","26-35","male","Tech corridor / WFD-4"
"PER-4DFAE0BAED2A","victim","65+","female","Commercial mixed use / KRM-6"
"PER-96A8A435F016","accused","36-50","male","Transit hub / CEN-2"
"PER-7F353AEF9330","victim","65+","female","Industrial IT belt / ELC-5"
"PER-6E33A3940D82","victim","65+","female","Outer growth corridor / YLK-1"
"PER-03D0F770B10A","victim","18-25","undisclosed","Transit hub / CEN-2"
"PER-7F62410A722B","victim","51-65","male","Transit hub / CEN-2"
"PER-FBF788777EC1","victim","51-65","female","Night economy / IND-3"
"PER-267192AEF090","victim","26-35","male","Residential market / JYN-4"
"PER-8F0CF3A30B6F","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-C7B41A00DE33","accused","51-65","male","Rail and arterial road / KRP-2"
"PER-674ECCDCE8E5","victim","18-25","female","Transit hub / CEN-2"
"PER-B19698F30FD3","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-D5A8CF4910BA","victim","51-65","male","Night economy / IND-3"
"PER-635A47FAFF80","accused","18-25","male","Transit hub / CEN-2"
"PER-362C329A3AED","victim","36-50","female","Airport approach / HBL-2"
"PER-74C61C98CFE2","victim","65+","male","Commercial mixed use / KRM-6"
"PER-9FEE3E643F7B","victim","26-35","undisclosed","Tech corridor / WFD-4"
"PER-A9739BDCB210","accused","51-65","undisclosed","Outer growth corridor / YLK-1"
"PER-11D943924196","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-DD27EA601EB7","accused","65+","male","Airport approach / HBL-2"
"PER-9C88FC4E6A1F","victim","26-35","female","Transit hub / CEN-2"
"PER-BA735B323EDE","accused","18-25","undisclosed","Residential market / JYN-4"
"PER-F2A46A12A0DE","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-CB511963187C","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-FC73D2B0B890","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-CABD4A0AC0A6","accused","51-65","female","Commercial mixed use / KRM-6"
"PER-20C159280ECC","victim","36-50","male","Airport approach / HBL-2"
"PER-4AB2E6100703","victim","65+","undisclosed","Transit hub / CEN-2"
"PER-F24EB8F74389","victim","26-35","male","Transit hub / CEN-2"
"PER-F92B6E455787","accused","36-50","male","Tech corridor / WFD-4"
"PER-156E198AD7A1","victim","18-25","male","Night economy / IND-3"
"PER-78EAD833F229","victim","18-25","undisclosed","Commercial mixed use / KRM-6"
"PER-0EF16E10BB66","victim","65+","male","Transit hub / CEN-2"
"PER-CE4CF91F4A19","accused","51-65","male","Transit hub / CEN-2"
"PER-7376855B1107","victim","51-65","female","Tech corridor / WFD-4"
"PER-3669C08D64AA","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-65329B318E28","victim","18-25","female","Rail and arterial road / KRP-2"
"PER-5B5659F627A0","victim","65+","female","Rail and arterial road / KRP-2"
"PER-E84013858743","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-0E26AA03D78D","victim","36-50","female","Outer growth corridor / YLK-1"
"PER-5D86CF0F2738","victim","36-50","female","Residential market / JYN-4"
"PER-90B1662A2324","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-88A5B3F10160","victim","51-65","male","Airport approach / HBL-2"
"PER-418C5224DE11","victim","51-65","female","Transit hub / CEN-2"
"PER-90E5BA1F6029","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-1021647CBFCF","victim","65+","undisclosed","Rail and arterial road / KRP-2"
"PER-0A93CC27FE33","accused","26-35","female","Metro corridor / BSK-3"
"PER-3F5F597D79DC","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-DA40BDF02594","victim","65+","female","Transit hub / CEN-2"
"PER-BAA062F970CA","accused","36-50","male","Transit hub / CEN-2"
"PER-3471A3E654F9","accused","51-65","female","Night economy / IND-3"
"PER-B05DDAF52717","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-FC6A74DE073A","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-B76AD7115BC9","accused","36-50","male","Transit hub / CEN-2"
"PER-C6A0E73AE740","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-558E2342CDAC","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-B132EA40E9E6","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-40E606914A8C","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-47717334ACAF","victim","26-35","undisclosed","Rail and arterial road / KRP-2"
"PER-1A934056889B","victim","36-50","female","Transit hub / CEN-2"
"PER-F2DE0640A521","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-B50824BB185F","accused","36-50","female","Rail and arterial road / KRP-2"
"PER-0AF6936B35BB","accused","26-35","female","Industrial IT belt / ELC-5"
"PER-E25917C2FB26","accused","51-65","female","Transit hub / CEN-2"
"PER-F50F6D0D42DF","accused","65+","male","Transit hub / CEN-2"
"PER-E3F7CED5AC2B","victim","51-65","female","Transit hub / CEN-2"
"PER-009480E44618","victim","18-25","male","Night economy / IND-3"
"PER-74989C5B4777","accused","65+","male","Night economy / IND-3"
"PER-0FBB6350FACB","victim","36-50","female","Transit hub / CEN-2"
"PER-9E26F65B2B88","victim","65+","male","Airport approach / HBL-2"
"PER-693F190653F1","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-2CF492437E7D","victim","65+","male","Industrial IT belt / ELC-5"
"PER-03EBAC699A46","accused","65+","female","Night economy / IND-3"
"PER-8EDED2B600B1","accused","36-50","male","Rail and arterial road / KRP-2"
"PER-82847BBCF962","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-549FA1CBDD64","victim","65+","male","Metro corridor / BSK-3"
"PER-3758AE82C84C","accused","51-65","male","Metro corridor / BSK-3"
"PER-599423C23614","victim","51-65","undisclosed","Tech corridor / WFD-4"
"PER-CF5982648A8A","victim","51-65","male","Tech corridor / WFD-4"
"PER-D2D90718C673","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-84D077BB48FB","accused","26-35","male","Transit hub / CEN-2"
"PER-776FC05D4763","victim","18-25","female","Transit hub / CEN-2"
"PER-1F6EBDB9FB74","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-6C55BC5ADF6D","accused","18-25","female","Night economy / IND-3"
"PER-AE5434DA8368","victim","36-50","female","Airport approach / HBL-2"
"PER-9F1DA459F093","accused","18-25","undisclosed","Tech corridor / WFD-4"
"PER-0429FBD822EF","accused","65+","female","Industrial IT belt / ELC-5"
"PER-2120DE5D9404","victim","36-50","female","Transit hub / CEN-2"
"PER-6797023A5399","accused","18-25","undisclosed","Metro corridor / BSK-3"
"PER-0200DEC38240","accused","36-50","male","Transit hub / CEN-2"
"PER-AF9F2ECEE075","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-643C2360C134","victim","36-50","female","Outer growth corridor / YLK-1"
"PER-320F98A01EBD","victim","51-65","female","Airport approach / HBL-2"
"PER-2D1BAAD777C8","accused","65+","male","Outer growth corridor / YLK-1"
"PER-0F8A94F1A199","accused","26-35","undisclosed","Outer growth corridor / YLK-1"
"PER-3427DC3B2446","victim","65+","male","Commercial mixed use / KRM-6"
"PER-50A837782160","victim","26-35","undisclosed","Transit hub / CEN-2"
"PER-F457FF75A8B2","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-334FCFDA5C0D","accused","18-25","male","Tech corridor / WFD-4"
"PER-6026A1D47220","accused","26-35","female","Transit hub / CEN-2"
"PER-DB0D4E1BB7B1","victim","26-35","male","Airport approach / HBL-2"
"PER-2F82F29209F8","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-ECFAA9F506DC","accused","51-65","male","Tech corridor / WFD-4"
"PER-0DD8447F6854","victim","26-35","female","Industrial IT belt / ELC-5"
"PER-2ED58EA93277","victim","51-65","male","Transit hub / CEN-2"
"PER-CE8F87C25C1D","accused","36-50","male","Metro corridor / BSK-3"
"PER-99716DF0D308","accused","51-65","male","Transit hub / CEN-2"
"PER-A44E8E6574C9","victim","65+","male","Commercial mixed use / KRM-6"
"PER-23E01E965582","accused","18-25","male","Transit hub / CEN-2"
"PER-DBEA041A53C9","accused","26-35","male","Night economy / IND-3"
"PER-86E4795A974B","victim","51-65","female","Transit hub / CEN-2"
"PER-3C0DD951B986","victim","18-25","undisclosed","Transit hub / CEN-2"
"PER-355476A6CA23","victim","65+","female","Metro corridor / BSK-3"
"PER-A5B36034A6E5","accused","65+","male","Outer growth corridor / YLK-1"
"PER-19057F58F8CC","accused","65+","female","Transit hub / CEN-2"
"PER-0A347E9B4018","victim","18-25","male","Metro corridor / BSK-3"
"PER-71429C0F28A4","victim","18-25","male","Transit hub / CEN-2"
"PER-909280858395","accused","51-65","female","Residential market / JYN-4"
"PER-7C168445272E","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-460618C79DBE","victim","65+","female","Transit hub / CEN-2"
"PER-AFD5645C85E2","accused","51-65","female","Transit hub / CEN-2"
"PER-E655248981A0","accused","51-65","male","Night economy / IND-3"
"PER-FF20D6D2C8C5","accused","26-35","female","Commercial mixed use / KRM-6"
"PER-C8240D450957","victim","26-35","undisclosed","Rail and arterial road / KRP-2"
"PER-EC3CE46725C3","accused","26-35","female","Transit hub / CEN-2"
"PER-C917629AAD17","victim","18-25","female","Residential market / JYN-4"
"PER-A55B48FAEAC9","victim","18-25","female","Transit hub / CEN-2"
"PER-E7E561ABCB31","accused","65+","female","Transit hub / CEN-2"
"PER-BD3AF6C359E6","accused","18-25","male","Tech corridor / WFD-4"
"PER-4DFEBA6A4205","victim","18-25","male","Transit hub / CEN-2"
"PER-4FF46E32F58A","accused","65+","female","Commercial mixed use / KRM-6"
"PER-20ABEAE058E3","accused","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-4724777FF3FD","victim","65+","female","Metro corridor / BSK-3"
"PER-0F8E13090854","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-8977925A46CC","victim","36-50","male","Transit hub / CEN-2"
"PER-AD117E7CBE7C","victim","26-35","undisclosed","Transit hub / CEN-2"
"PER-1C8F14CDF7FF","accused","26-35","undisclosed","Outer growth corridor / YLK-1"
"PER-C180FAA87D44","accused","51-65","male","Night economy / IND-3"
"PER-5ABD78CDA1E1","accused","65+","undisclosed","Industrial IT belt / ELC-5"
"PER-FF79527A630D","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-8E6C97606344","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-EBDA16A4A2A5","victim","51-65","female","Tech corridor / WFD-4"
"PER-EEEBABAD10F5","victim","51-65","female","Metro corridor / BSK-3"
"PER-3BD626EC8EA6","accused","26-35","undisclosed","Residential market / JYN-4"
"PER-A143DB9AD0CF","victim","51-65","male","Transit hub / CEN-2"
"PER-AE7157E11661","victim","65+","female","Transit hub / CEN-2"
"PER-09E846492CE0","victim","65+","undisclosed","Transit hub / CEN-2"
"PER-F23E8DA85C81","victim","18-25","male","Night economy / IND-3"
"PER-6664C7B95A41","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-819BCDB0A3E1","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-7C77F9C7D51B","accused","51-65","male","Transit hub / CEN-2"
"PER-11F6B754FBA1","accused","65+","female","Tech corridor / WFD-4"
"PER-BBF385633F41","accused","51-65","male","Transit hub / CEN-2"
"PER-FFDA93D14122","accused","51-65","male","Outer growth corridor / YLK-1"
"PER-A878722A65B2","accused","51-65","male","Residential market / JYN-4"
"PER-1C23D672534C","victim","18-25","female","Residential market / JYN-4"
"PER-4A386E2AE0D5","victim","65+","female","Outer growth corridor / YLK-1"
"PER-51FC3794485F","victim","26-35","male","Tech corridor / WFD-4"
"PER-12162791C56C","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-81CF7A39CF06","victim","36-50","male","Transit hub / CEN-2"
"PER-C4AD8F8C8AA4","victim","26-35","male","Transit hub / CEN-2"
"PER-CF14915FF862","accused","51-65","female","Transit hub / CEN-2"
"PER-71014BB88322","victim","36-50","female","Transit hub / CEN-2"
"PER-28FDA2D039DC","victim","26-35","male","Metro corridor / BSK-3"
"PER-6AE2AB434714","victim","26-35","male","Night economy / IND-3"
"PER-87E15FD2B5D2","accused","18-25","male","Outer growth corridor / YLK-1"
"PER-DF83FBAAAA35","accused","18-25","female","Tech corridor / WFD-4"
"PER-AB7673817941","victim","36-50","male","Metro corridor / BSK-3"
"PER-FDABFD4AEDE0","victim","65+","male","Residential market / JYN-4"
"PER-4BA3CA45BE42","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-7689CDE52BFB","victim","18-25","female","Tech corridor / WFD-4"
"PER-8B2C9C16BBC1","victim","51-65","female","Night economy / IND-3"
"PER-4B23A25CFC82","victim","18-25","male","Airport approach / HBL-2"
"PER-A019C68AEBEF","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-D764EBDEC74D","accused","65+","male","Metro corridor / BSK-3"
"PER-73DCC939448F","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-A953C5E206D7","victim","18-25","male","Residential market / JYN-4"
"PER-F25CFA008A48","accused","65+","female","Tech corridor / WFD-4"
"PER-68BF5836F667","accused","36-50","undisclosed","Rail and arterial road / KRP-2"
"PER-C252663A1B06","accused","51-65","undisclosed","Airport approach / HBL-2"
"PER-BB98E7383A08","accused","51-65","female","Transit hub / CEN-2"
"PER-74F2B67E03F7","accused","26-35","female","Tech corridor / WFD-4"
"PER-65B50CA47E3E","victim","26-35","male","Residential market / JYN-4"
"PER-5ADEC71600D5","victim","36-50","undisclosed","Transit hub / CEN-2"
"PER-FB08DD4D04A8","victim","65+","undisclosed","Outer growth corridor / YLK-1"
"PER-E04A345CCD24","victim","51-65","undisclosed","Tech corridor / WFD-4"
"PER-5FF18657345C","victim","51-65","male","Transit hub / CEN-2"
"PER-4EAE04E3C57E","victim","65+","female","Residential market / JYN-4"
"PER-FCCD6CB7225F","victim","36-50","male","Transit hub / CEN-2"
"PER-B5941901EBD9","accused","51-65","male","Residential market / JYN-4"
"PER-735C3047E07D","victim","18-25","male","Airport approach / HBL-2"
"PER-946F73208E41","accused","51-65","male","Tech corridor / WFD-4"
"PER-D679002C6CC0","victim","18-25","male","Night economy / IND-3"
"PER-7F04E29B4F20","victim","36-50","female","Transit hub / CEN-2"
"PER-0E47DEB9BEE0","victim","36-50","male","Residential market / JYN-4"
"PER-EE6E401C2A0B","victim","51-65","female","Metro corridor / BSK-3"
"PER-565709B30E42","accused","51-65","male","Industrial IT belt / ELC-5"
"PER-0BFE59D04A17","accused","18-25","male","Transit hub / CEN-2"
"PER-7C0D98D6AFF8","victim","36-50","undisclosed","Transit hub / CEN-2"
"PER-23F9EF8FD5F7","victim","18-25","undisclosed","Residential market / JYN-4"
"PER-3D636DDBB5A5","accused","65+","female","Transit hub / CEN-2"
"PER-9AD5A58E9D66","accused","51-65","male","Metro corridor / BSK-3"
"PER-1CC94FAA0CA9","victim","18-25","male","Residential market / JYN-4"
"PER-8120FA81C79E","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-038B261F5D42","victim","18-25","female","Tech corridor / WFD-4"
"PER-09EB90484C97","victim","51-65","undisclosed","Tech corridor / WFD-4"
"PER-422B63264D97","victim","18-25","male","Airport approach / HBL-2"
"PER-6277B87B11A3","victim","36-50","female","Transit hub / CEN-2"
"PER-2AE092DCDA6B","accused","51-65","undisclosed","Outer growth corridor / YLK-1"
"PER-3F3BC33B1D59","victim","51-65","undisclosed","Rail and arterial road / KRP-2"
"PER-F764E1E4A1D6","accused","18-25","male","Transit hub / CEN-2"
"PER-E3A5DDAE063E","accused","51-65","female","Tech corridor / WFD-4"
"PER-074DE993617B","accused","51-65","female","Airport approach / HBL-2"
"PER-1ADE54FE5AC0","accused","18-25","male","Industrial IT belt / ELC-5"
"PER-FD6851F6FD18","accused","65+","male","Transit hub / CEN-2"
"PER-D14B2117DFFC","accused","65+","male","Tech corridor / WFD-4"
"PER-DDCBEA57E576","accused","36-50","female","Airport approach / HBL-2"
"PER-6A76D9B75C31","accused","26-35","female","Transit hub / CEN-2"
"PER-883C965E6E56","victim","65+","undisclosed","Tech corridor / WFD-4"
"PER-54BB37D7514C","accused","51-65","male","Residential market / JYN-4"
"PER-C093640E403E","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-AEEA2F302641","accused","26-35","female","Tech corridor / WFD-4"
"PER-5462DC1B8960","victim","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-6D9BD1ED62B2","victim","51-65","male","Transit hub / CEN-2"
"PER-90C485D8989F","accused","36-50","female","Commercial mixed use / KRM-6"
"PER-40CCA68B368C","victim","26-35","female","Tech corridor / WFD-4"
"PER-584D37B54438","accused","51-65","female","Transit hub / CEN-2"
"PER-4E66C0D644AA","victim","18-25","female","Transit hub / CEN-2"
"PER-1B81EE495A14","victim","26-35","undisclosed","Night economy / IND-3"
"PER-3E9041363EEF","victim","36-50","female","Night economy / IND-3"
"PER-26163EFC1510","victim","36-50","female","Outer growth corridor / YLK-1"
"PER-579D7A2C34E1","victim","36-50","male","Metro corridor / BSK-3"
"PER-D21CDE747189","victim","26-35","male","Tech corridor / WFD-4"
"PER-AF80014D11D6","victim","65+","male","Residential market / JYN-4"
"PER-F56BAB05F2FD","accused","65+","female","Night economy / IND-3"
"PER-784777FFC6C5","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-07AE63DD8832","accused","51-65","undisclosed","Transit hub / CEN-2"
"PER-F7CE78A8241D","victim","51-65","undisclosed","Airport approach / HBL-2"
"PER-E3BA4E403423","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-3EE4792070F4","victim","65+","male","Tech corridor / WFD-4"
"PER-B4A9DC7EC818","victim","18-25","undisclosed","Industrial IT belt / ELC-5"
"PER-4472C2A6503B","victim","51-65","female","Tech corridor / WFD-4"
"PER-079CC2168FD7","accused","51-65","undisclosed","Night economy / IND-3"
"PER-E8D68C99EE1C","victim","18-25","female","Night economy / IND-3"
"PER-7BE4507C4ABD","accused","36-50","male","Commercial mixed use / KRM-6"
